7.057151082162893552e-02,4.304050372679327913e-02,-6.855429323291843957e-01,-1.196498133292094729e-02
1.846236820770017495e-01,2.771180731734358346e-02,5.437189233475692163e-03,9.489685417813751732e-05
2.949167295204030426e-01,2.772147228566074206e-02,-1.399384311534902281e+00,-2.442386373703810815e-02
4.078429472496598596e-01,2.334390407255284086e-02,-2.327059768198381562e+00,-4.061485484575778904e-02
5.194917474001039537e-01,2.213913091182555595e-02,-2.644270302672509843e+00,-4.615122309434230990e-02
6.286446821542414076e-01,1.744104844434447854e-02,-2.131762714432369421e+00,-3.720627823809648932e-02
7.337578506747887142e-01,1.093759242213254018e-02,-5.229957394918443470e+00,-9.127997628035219857e-02
7.407390597311199754e-01,1.397906256010777483e-02,2.977075135293085850e+01,5.195976319011998967e-01
7.454475137397715834e-01,3.429290535130147255e-02,6.059552511928023932e+01,1.057591425306369848e+00
7.212025499435199549e-01,-7.586186447968956692e-02,8.889914309972255069e+01,1.551582749291756214e+00
7.620711698666684519e-01,4.685775761605648349e-02,9.087179644830519010e+01,1.586012045225014599e+00
7.273616242934819454e-01,1.572443229661864006e-01,8.952164986655907342e+01,1.562447541988998267e+00
7.455740548134505152e-01,2.738883687916799925e-01,8.903862585843404531e+01,1.554017182681036502e+00
7.496693970439590737e-01,3.890827122673463645e-01,8.922172251202090365e+01,1.557212822135510821e+00
7.536109053423334370e-01,4.994384741124544558e-01,8.837269833058854829e+01,1.542394554740466495e+00
7.567444138061999448e-01,6.105143360954174980e-01,8.930152353163919088e+01,1.558605612674298424e+00
7.577503864204114814e-01,7.106197732573991122e-01,8.970082536403106133e+01,1.565574744358783077e+00
7.577929488291921256e-01,8.231323465978868104e-01,8.921601405445693445e+01,1.557113190755809118e+00
7.588700479842434010e-01,9.394276437910250577e-01,8.889177368748721619e+01,1.551454128784312880e+00
7.584106512588251192e-01,1.052911178378856949e+00,8.803539696359939626e+01,1.536507535315028150e+00
7.614087881893664145e-01,1.160598434693890457e+00,8.928458158109924625e+01,1.558309919855666470e+00
7.647114514094042192e-01,1.272368000494219054e+00,8.865835248526548185e+01,1.547380160261580206e+00
7.676256580377261995e-01,1.381867581540072942e+00,9.045946245920089268e+01,1.578815459497262319e+00
7.671075758805399047e-01,1.493148949842434625e+00,9.147755354729974897e+01,1.596584501069798989e+00
7.513079759930422208e-01,1.499615469345095153e+00,1.219601852736653314e+02,2.128606789367761376e+00
7.512288290512597611e-01,1.499729448092518291e+00,1.219507000508223769e+02,2.128441240998866668e+00
7.548010552257294892e-01,1.470831206036550931e+00,-1.770772576522988970e+02,-3.090581176434940236e+00
1.079403073734708007e+00,1.298410018741580130e+00,-1.586608885225535914e+02,-2.769154898858241509e+00
-4.676692685256171877e-01,2.520627689107878822e-01,-5.575314345884066825e+01,-9.730759216935093159e-01
-4.678633306100477007e-01,2.524520659676603440e-01,-5.576626620658038291e+01,-9.733049568484759551e-01
1.072665660673365551e+00,1.340009239715293399e+00,-1.530101633245681398e+02,-2.670531139027986889e+00
9.736835723594551295e-01,1.349038803890349802e+00,-1.433755021399598490e+02,-2.502374579042475400e+00
8.734268017134917406e-01,1.316715073793157664e+00,-1.370986870431585203e+02,-2.392823489064405340e+00
8.055375335647235735e-01,1.263873727267007085e+00,-1.317978303200972618e+02,-2.300306086070509348e+00
7.558022513310596047e-01,1.185555861186206705e+00,-1.281370110466821757e+02,-2.236412736428949444e+00
7.093679151764565871e-01,1.112929101409809496e+00,-1.243617529855633279e+02,-2.170522053149968045e+00
6.423504702683664469e-01,1.038954920083656086e+00,-1.213286399139831815e+02,-2.117584243465616023e+00
5.971213621541160421e-01,9.579445012515941382e-01,-1.211558619039105906e+02,-2.114568698314805761e+00
5.169569843420527278e-01,8.818266961799274828e-01,-1.196038750422907810e+02,-2.087481417631846359e+00
4.631522105067806816e-01,7.992972059624758874e-01,-1.184530689981787930e+02,-2.067396063110241045e+00
3.956657856062291145e-01,7.227604340082407486e-01,-1.162101071025919055e+02,-2.028248993035476566e+00
3.436966069457609851e-01,6.373059521277270045e-01,-1.152719980441893313e+02,-2.011875901223567631e+00
2.867284985310721845e-01,5.486874278431067564e-01,-1.132408407987609849e+02,-1.976425519665104602e+00
2.284665260568206901e-01,4.587649752673575998e-01,-1.122105642730102204e+02,-1.958443802084745666e+00
1.727959839148695831e-01,3.666167590784358277e-01,-1.100912338270294129e+02,-1.921454507864620798e+00
1.175995322687022615e-01,2.771797400564288694e-01,-1.104841179267186817e+02,-1.928311628982932069e+00
6.382464397422196734e-02,1.903692882965760946e-01,-1.100858786180187394e+02,-1.921361041835252026e+00
4.529873793554378691e-03,9.920131045005439741e-02,-1.128547119447904379e+02,-1.969686299826366227e+00
-5.236633459826658954e-02,6.862066594029686550e-03,-1.165848301306995438e+02,-2.034789143658997990e+00
-4.895128139305621184e-02,6.558894569091089366e-03,-1.015353569046761208e+02,-1.772126285174156601e+00
-4.895128139305621184e-02,6.558894569091089366e-03,-1.015353569046761208e+02,-1.772126285174156601e+00
-2.592379969054769973e-02,3.970758747255117432e-02,-2.678554994661737965e+01,-4.674960385258646323e-01
-4.836342927713022100e-02,2.953706372876518590e-02,3.951307296914194467e+00,6.896332208922986706e-02
